,location,property_type,size_sqft,num_bedroom,num_bathroom,floor_num,total_floor,age_years,furnishing,amenities,distance_to_metro_km,view_score,price
P92247,Ahmedabad,Villa,762,2,1,15,17,14,Fully Furnished,"['Wi-Fi', 'Garden', 'Parking', 'Security', 'Gym']",7.1,10,30393949.95
P92248,Delhi,Apartment,989,5,4,19,7,0,Unfurnished,"['Security', 'Club House', 'Wi-Fi', 'Garden', 'Swimming Pool', 'Power Backup']",8.84,4,36627318.99
P92249,Pune,Duplex,1066,2,1,10,27,5,Fully Furnished,"['Power Backup', 'Elevator', 'Parking']",2.43,3,27456409.77
P92250,Pune,Studio,773,3,2,4,14,20,Fully Furnished,"['Garden', 'Swimming Pool', 'Gym', 'Power Backup']",6.14,4,48321840.91
P92251,Kolkata,Apartment,1827,2,2,4,12,13,Fully Furnished,"['Wi-Fi', 'Gym', 'Garden', 'Security']",5.07,10,42152592.8
P92252,Chennai,Independent House,3012,3,2,9,29,17,Semi Furnished,"['Power Backup', 'Garden', 'Gym']",4.73,9,48334829.21
P92253,Chennai,Penthouse,850,5,4,5,27,13,Unfurnished,"['Swimming Pool', 'Club House', 'Wi-Fi']",0.83,10,30191479.03
P92254,Kolkata,Villa,2216,1,3,6,10,0,Semi Furnished,"['Gym', 'Security', 'Wi-Fi']",9.46,2,37085824.5
P92255,Chennai,Villa,1404,2,4,1,13,19,Unfurnished,"['Swimming Pool', 'Power Backup', 'Wi-Fi', 'Garden', 'Gym', 'Elevator']",4.55,10,15028353.51
P92256,Jaipur,Apartment,2609,1,1,8,23,8,Fully Furnished,"['Gym', 'Parking', 'Garden', 'Security', 'Club House']",1.42,8,36963926.46
P92257,Bangalore,Penthouse,4791,5,2,19,16,0,Unfurnished,"['Elevator', 'Parking', 'Power Backup', 'Garden', 'Gym', 'Wi-Fi']",7.98,7,35752800.8
P92258,Chennai,Villa,586,2,2,17,14,5,Unfurnished,"['Security', 'Power Backup', 'Garden', 'Gym', 'Parking']",7.03,2,37703160.73
P92259,Pune,Duplex,3848,3,4,20,19,13,Semi Furnished,"['Power Backup', 'Elevator', 'Parking', 'Garden', 'Club House']",7.06,7,9643581.37
P92260,Mumbai,Studio,746,2,3,16,22,17,Fully Furnished,"['Elevator', 'Club House', 'Swimming Pool']",6.42,4,43138650.74
P92261,Jaipur,Apartment,3620,3,3,8,12,20,Semi Furnished,"['Power Backup', 'Parking', 'Garden', 'Elevator', 'Security']",3.1,5,25661459.08
P92262,Kolkata,Villa,3733,4,2,9,30,8,Fully Furnished,"['Wi-Fi', 'Garden', 'Gym', 'Club House', 'Power Backup']",3.27,2,9859984.42
P92263,Mumbai,Villa,4572,2,1,17,7,5,Fully Furnished,"['Swimming Pool', 'Club House', 'Security', 'Power Backup']",6.45,4,48998893.76
P92264,Delhi,Apartment,1632,5,1,10,19,2,Unfurnished,"['Elevator', 'Gym', 'Garden', 'Swimming Pool', 'Parking']",3.17,4,49743116.15
P92265,Chennai,Apartment,3173,4,3,11,24,3,Semi Furnished,"['Swimming Pool', 'Security', 'Wi-Fi', 'Power Backup']",1.03,1,3238718.34
P92266,Bangalore,Independent House,546,4,2,1,24,6,Unfurnished,"['Security', 'Gym', 'Club House', 'Elevator', 'Swimming Pool', 'Garden']",3.91,3,27247858.6
P92267,Jaipur,Villa,2050,2,4,20,5,8,Semi Furnished,"['Parking', 'Club House', 'Elevator', 'Power Backup']",3.77,9,12308177.57
P92268,Bangalore,Penthouse,2430,2,4,9,30,4,Fully Furnished,"['Garden', 'Swimming Pool', 'Security', 'Power Backup', 'Gym']",6.04,6,38639591.99
P92269,Mumbai,Studio,2426,4,3,11,27,11,Unfurnished,"['Wi-Fi', 'Swimming Pool', 'Security', 'Garden', 'Elevator', 'Power Backup']",9.27,3,48953300.84
P92270,Ahmedabad,Independent House,2226,2,1,11,16,11,Unfurnished,"['Swimming Pool', 'Power Backup', 'Wi-Fi']",8.04,4,47212235.37
P92271,Ahmedabad,Villa,915,4,1,16,16,7,Semi Furnished,"['Gym', 'Club House', 'Wi-Fi', 'Security', 'Garden', 'Power Backup']",4.95,1,20131836.95
P92272,Mumbai,Independent House,743,4,2,11,6,12,Unfurnished,"['Club House', 'Power Backup', 'Elevator', 'Gym']",6.96,9,37984705.13
P92273,Kolkata,Duplex,2234,5,2,16,21,17,Semi Furnished,"['Garden', 'Swimming Pool', 'Gym', 'Security', 'Parking', 'Wi-Fi']",4.08,1,25382378.03
P92274,Jaipur,Duplex,2523,2,1,9,23,13,Semi Furnished,"['Garden', 'Gym', 'Power Backup']",4.61,7,7575295.08
P92275,Ahmedabad,Independent House,4666,5,4,3,28,19,Unfurnished,"['Security', 'Gym', 'Elevator', 'Club House', 'Wi-Fi']",0.64,10,21367060.68
P92276,Bangalore,Independent House,3574,2,3,3,7,4,Unfurnished,"['Security', 'Elevator', 'Garden', 'Wi-Fi', 'Gym']",1.91,1,1861424.31
P92277,Mumbai,Duplex,2945,1,1,8,12,17,Fully Furnished,"['Security', 'Parking', 'Power Backup', 'Club House', 'Wi-Fi', 'Garden']",8.06,7,18066162.02
P92278,Bangalore,Apartment,2530,4,4,18,22,17,Unfurnished,"['Security', 'Elevator', 'Wi-Fi', 'Garden', 'Power Backup', 'Club House']",4.57,3,26558287.79
P92279,Mumbai,Duplex,677,5,2,14,14,3,Semi Furnished,"['Wi-Fi', 'Power Backup', 'Gym', 'Security', 'Parking']",7.88,8,48906803.19
P92280,Chandigarh,Duplex,4006,3,4,7,19,0,Unfurnished,"['Parking', 'Gym', 'Power Backup', 'Elevator']",3.35,8,24153489.63
P92281,Chennai,Studio,2666,3,1,8,18,10,Fully Furnished,"['Wi-Fi', 'Swimming Pool', 'Power Backup', 'Elevator', 'Parking']",7.6,5,34503275.42
P92282,Jaipur,Apartment,1821,3,3,11,14,3,Unfurnished,"['Club House', 'Swimming Pool', 'Wi-Fi', 'Gym', 'Parking', 'Security']",4.49,1,41339641.72
P92283,Jaipur,Studio,4678,4,4,11,18,19,Semi Furnished,"['Power Backup', 'Gym', 'Wi-Fi', 'Swimming Pool', 'Security']",8.08,8,15673776.45
P92284,Jaipur,Independent House,2840,1,1,2,22,16,Fully Furnished,"['Security', 'Elevator', 'Club House', 'Garden', 'Gym', 'Power Backup']",7.49,2,17509324.78
P92285,Chandigarh,Duplex,1231,2,1,20,23,2,Fully Furnished,"['Club House', 'Swimming Pool', 'Security', 'Elevator', 'Parking', 'Gym']",9.03,5,46950854.6
P92286,Mumbai,Apartment,2940,3,3,11,30,4,Semi Furnished,"['Gym', 'Security', 'Garden', 'Swimming Pool']",1.77,3,20939272.31
P92287,Jaipur,Villa,2107,4,3,8,24,12,Unfurnished,"['Swimming Pool', 'Elevator', 'Wi-Fi', 'Parking', 'Security', 'Gym']",5.59,4,27862564.52
P92288,Ahmedabad,Independent House,2258,4,1,4,21,8,Fully Furnished,"['Elevator', 'Gym', 'Club House', 'Swimming Pool', 'Wi-Fi']",4.45,4,14412835.85
P92289,Delhi,Penthouse,3482,1,1,11,10,2,Fully Furnished,"['Club House', 'Security', 'Power Backup', 'Garden', 'Gym']",7.27,2,48872877.29
P92290,Delhi,Studio,1509,2,2,6,26,8,Fully Furnished,"['Security', 'Parking', 'Garden', 'Gym', 'Wi-Fi']",2.93,9,41202564.66
P92291,Ahmedabad,Duplex,4630,1,3,9,29,8,Fully Furnished,"['Gym', 'Club House', 'Security']",5.52,3,21402539.66
P92292,Mumbai,Studio,2854,1,2,7,12,12,Semi Furnished,"['Club House', 'Garden', 'Security', 'Parking', 'Wi-Fi']",3.01,10,5884829.23
P92293,Delhi,Independent House,940,4,1,14,5,11,Semi Furnished,"['Wi-Fi', 'Gym', 'Garden', 'Club House']",1.81,9,49116341.73
P92294,Pune,Apartment,1589,3,4,8,28,2,Unfurnished,"['Club House', 'Parking', 'Power Backup', 'Wi-Fi', 'Gym', 'Elevator']",0.55,3,19295861.9
P92295,Jaipur,Apartment,2529,4,4,12,9,10,Semi Furnished,"['Gym', 'Power Backup', 'Security']",2.31,3,19810221.36
P92296,Hyderabad,Duplex,1678,4,3,2,12,12,Fully Furnished,"['Garden', 'Gym', 'Security']",4.07,10,27347009.71
P92297,Bangalore,Villa,2001,2,4,4,6,2,Semi Furnished,"['Gym', 'Parking', 'Swimming Pool']",6.96,10,26948492.37
P92298,Chandigarh,Studio,4041,5,2,8,7,20,Semi Furnished,"['Garden', 'Elevator', 'Wi-Fi']",5.27,3,10288172.5
P92299,Jaipur,Duplex,4800,4,3,19,5,13,Semi Furnished,"['Parking', 'Wi-Fi', 'Gym', 'Club House']",5.2,6,45047814.03
P92300,Ahmedabad,Independent House,2230,1,1,11,10,0,Fully Furnished,"['Wi-Fi', 'Garden', 'Gym', 'Swimming Pool', 'Elevator', 'Power Backup']",2.4,8,28265316.96
P92301,Pune,Penthouse,1418,2,1,2,22,1,Fully Furnished,"['Wi-Fi', 'Parking', 'Club House']",7.47,1,32749812.22
P92302,Chandigarh,Villa,1737,5,2,5,25,1,Semi Furnished,"['Wi-Fi', 'Gym', 'Garden', 'Elevator']",7.52,8,26855905.05
P92303,Delhi,Penthouse,3528,5,4,18,28,14,Semi Furnished,"['Security', 'Club House', 'Swimming Pool']",6.22,10,34828021.02
P92304,Chandigarh,Villa,3810,4,4,18,15,9,Semi Furnished,"['Swimming Pool', 'Elevator', 'Parking']",9.67,8,38775681.23
P92305,Bangalore,Studio,3630,3,1,18,28,11,Unfurnished,"['Power Backup', 'Club House', 'Elevator', 'Parking', 'Gym']",5.73,3,5846573.89
P92306,Chennai,Villa,2618,4,2,11,23,11,Fully Furnished,"['Gym', 'Security', 'Swimming Pool', 'Power Backup', 'Garden']",8.55,4,38944611.23
P92307,Delhi,Apartment,1022,1,2,17,6,9,Fully Furnished,"['Wi-Fi', 'Security', 'Club House', 'Elevator']",6.22,6,12767195.16
P92308,Kolkata,Studio,3791,1,2,9,16,15,Fully Furnished,"['Parking', 'Elevator', 'Gym', 'Club House']",7.24,10,4611310.48
P92309,Bangalore,Apartment,1883,5,3,15,6,7,Unfurnished,"['Gym', 'Club House', 'Power Backup', 'Swimming Pool', 'Elevator', 'Garden']",3.18,7,46816727.62
P92310,Bangalore,Villa,4897,3,2,16,23,1,Fully Furnished,"['Wi-Fi', 'Gym', 'Power Backup', 'Elevator', 'Club House']",7.82,5,32675009.91
P92311,Chandigarh,Independent House,2684,4,4,14,29,19,Fully Furnished,"['Security', 'Swimming Pool', 'Power Backup', 'Club House', 'Garden', 'Elevator']",2.04,5,36444907.14
P92312,Jaipur,Independent House,4378,3,4,11,28,1,Fully Furnished,"['Swimming Pool', 'Gym', 'Garden']",0.73,9,17389914.73
P92313,Mumbai,Duplex,4727,1,4,1,26,9,Unfurnished,"['Power Backup', 'Gym', 'Swimming Pool']",4.27,2,2537417.92
P92314,Mumbai,Duplex,1894,1,3,6,15,4,Semi Furnished,"['Gym', 'Garden', 'Wi-Fi', 'Power Backup']",6.83,1,18190181.91
P92315,Hyderabad,Duplex,4329,5,2,14,30,0,Unfurnished,"['Swimming Pool', 'Elevator', 'Garden', 'Security', 'Parking']",3.3,5,22581111.71
P92316,Ahmedabad,Duplex,863,2,2,7,22,19,Fully Furnished,"['Power Backup', 'Swimming Pool', 'Wi-Fi', 'Garden']",4.54,4,6683708.07
P92317,Chennai,Penthouse,896,3,1,18,15,9,Semi Furnished,"['Wi-Fi', 'Club House', 'Gym']",4.6,4,14101286.11
P92318,Pune,Independent House,4221,5,3,12,13,19,Fully Furnished,"['Swimming Pool', 'Club House', 'Wi-Fi', 'Parking']",4.56,5,26226239.45
P92319,Chennai,Apartment,4926,5,1,2,12,0,Semi Furnished,"['Swimming Pool', 'Wi-Fi', 'Power Backup', 'Club House']",2.25,1,36502253.62
P92320,Chennai,Penthouse,1069,4,2,1,9,12,Unfurnished,"['Gym', 'Club House', 'Power Backup', 'Wi-Fi', 'Security']",0.8,10,16896488.53
P92321,Bangalore,Independent House,4161,2,2,11,26,20,Semi Furnished,"['Swimming Pool', 'Security', 'Club House']",7.97,8,14932921.74
P92322,Jaipur,Apartment,2246,2,3,6,12,19,Semi Furnished,"['Swimming Pool', 'Security', 'Power Backup', 'Elevator', 'Wi-Fi', 'Parking']",7.49,9,17443589.68
P92323,Delhi,Studio,1493,1,2,9,9,12,Unfurnished,"['Parking', 'Power Backup', 'Club House']",4.62,1,28811459.35
P92324,Jaipur,Independent House,666,1,4,1,29,15,Fully Furnished,"['Gym', 'Swimming Pool', 'Garden', 'Club House', 'Parking']",7.07,4,46967119.99
P92325,Mumbai,Studio,3181,5,1,1,15,16,Unfurnished,"['Parking', 'Gym', 'Wi-Fi', 'Elevator', 'Swimming Pool']",4.49,6,49911676.75
P92326,Chandigarh,Duplex,4198,4,2,12,15,5,Fully Furnished,"['Garden', 'Power Backup', 'Club House', 'Swimming Pool', 'Security', 'Gym']",5.09,5,7291767.78
P92327,Kolkata,Villa,2870,4,4,3,6,8,Fully Furnished,"['Elevator', 'Security', 'Wi-Fi', 'Garden', 'Power Backup']",4.07,3,48991243.1
P92328,Bangalore,Duplex,928,2,4,6,18,17,Fully Furnished,"['Club House', 'Gym', 'Wi-Fi', 'Garden']",3.04,1,30719164.01
P92329,Kolkata,Apartment,1610,1,4,7,12,0,Semi Furnished,"['Garden', 'Gym', 'Club House', 'Elevator', 'Security']",7.76,5,49586948.24
P92330,Ahmedabad,Villa,691,3,1,19,14,2,Semi Furnished,"['Swimming Pool', 'Gym', 'Elevator', 'Club House']",7.97,5,46505485.55
P92331,Pune,Villa,4663,1,2,15,19,6,Semi Furnished,"['Gym', 'Garden', 'Wi-Fi', 'Power Backup', 'Swimming Pool']",3.91,1,35469287.33
P92332,Chandigarh,Villa,3760,4,2,13,20,15,Unfurnished,"['Club House', 'Garden', 'Parking', 'Wi-Fi', 'Security']",0.88,1,3870389.23
P92333,Kolkata,Penthouse,4872,1,3,2,29,10,Semi Furnished,"['Power Backup', 'Security', 'Gym', 'Club House', 'Wi-Fi']",2.6,8,34282657.28
P92334,Ahmedabad,Independent House,1105,1,1,7,11,0,Fully Furnished,"['Power Backup', 'Parking', 'Club House', 'Security']",4.01,6,15368510.2
P92335,Chennai,Villa,1562,2,1,18,11,1,Semi Furnished,"['Security', 'Parking', 'Gym']",4.53,4,26039989.75
P92336,Delhi,Villa,1982,1,2,14,27,13,Fully Furnished,"['Garden', 'Security', 'Parking', 'Wi-Fi', 'Power Backup', 'Club House']",6.59,6,17614844.49
P92337,Chennai,Studio,4029,1,4,14,18,5,Unfurnished,"['Power Backup', 'Swimming Pool', 'Elevator', 'Garden']",0.58,8,3925593.66
P92338,Pune,Penthouse,4537,1,2,13,5,18,Fully Furnished,"['Parking', 'Club House', 'Gym', 'Elevator']",9.44,1,39304736.92
P92339,Mumbai,Independent House,3356,3,3,15,29,19,Unfurnished,"['Power Backup', 'Gym', 'Swimming Pool', 'Club House', 'Parking']",6.57,7,6318886.49
P92340,Chandigarh,Villa,2678,4,3,14,7,19,Unfurnished,"['Security', 'Parking', 'Club House']",7.52,2,9732402.42
P92341,Delhi,Penthouse,1147,4,3,5,5,5,Semi Furnished,"['Security', 'Parking', 'Elevator', 'Swimming Pool', 'Power Backup', 'Wi-Fi']",3.66,7,5474256.46
P92342,Mumbai,Studio,1890,1,2,7,29,16,Semi Furnished,"['Elevator', 'Swimming Pool', 'Gym', 'Wi-Fi', 'Power Backup', 'Parking']",1.42,3,16248606.85
P92343,Hyderabad,Apartment,2506,2,1,10,30,2,Fully Furnished,"['Garden', 'Elevator', 'Club House', 'Swimming Pool', 'Wi-Fi', 'Parking']",1.37,7,41446695.05
P92344,Pune,Apartment,3706,5,4,15,6,3,Unfurnished,"['Swimming Pool', 'Elevator', 'Garden', 'Club House', 'Wi-Fi', 'Security']",4.54,3,43842561.78
P92345,Chandigarh,Duplex,641,5,1,15,26,0,Unfurnished,"['Garden', 'Elevator', 'Wi-Fi', 'Gym', 'Parking', 'Swimming Pool']",5.55,4,767927.62
P92346,Pune,Villa,1523,2,2,8,29,6,Semi Furnished,"['Parking', 'Power Backup', 'Club House', 'Security']",9.83,10,42713439.09
P92347,Hyderabad,Duplex,4904,2,1,14,21,13,Unfurnished,"['Parking', 'Elevator', 'Garden', 'Wi-Fi', 'Swimming Pool', 'Gym']",1.16,7,16615844.4
P92348,Jaipur,Studio,1194,2,4,14,12,18,Unfurnished,"['Security', 'Gym', 'Club House', 'Elevator']",4.22,8,38328856.39
P92349,Jaipur,Independent House,3974,3,2,7,7,2,Fully Furnished,"['Club House', 'Elevator', 'Parking', 'Gym']",5.79,2,27753098.18
P92350,Hyderabad,Studio,1505,3,4,2,22,15,Semi Furnished,"['Parking', 'Swimming Pool', 'Power Backup', 'Club House', 'Gym', 'Security']",0.82,8,31833226.89
P92351,Ahmedabad,Apartment,2067,3,3,13,20,4,Unfurnished,"['Parking', 'Power Backup', 'Wi-Fi', 'Elevator']",8.13,9,3105301.94
P92352,Ahmedabad,Duplex,648,2,1,18,27,4,Semi Furnished,"['Security', 'Swimming Pool', 'Club House']",7.52,1,3468462.75
P92353,Pune,Duplex,973,5,3,3,17,11,Semi Furnished,"['Parking', 'Wi-Fi', 'Club House', 'Elevator']",7.29,1,20890788.07
P92354,Mumbai,Villa,3133,4,2,18,22,12,Semi Furnished,"['Parking', 'Power Backup', 'Swimming Pool', 'Club House', 'Gym', 'Garden']",9.15,6,30157283.62
P92355,Hyderabad,Independent House,3209,5,2,13,13,14,Semi Furnished,"['Power Backup', 'Gym', 'Parking']",3.34,5,11755369.7
P92356,Kolkata,Duplex,3712,1,1,19,17,8,Fully Furnished,"['Gym', 'Parking', 'Power Backup', 'Club House', 'Garden', 'Wi-Fi']",1.5,2,43585604.43
P92357,Bangalore,Duplex,1176,4,2,20,10,3,Fully Furnished,"['Club House', 'Security', 'Gym', 'Elevator', 'Swimming Pool']",1.6,10,9528564.84
P92358,Delhi,Independent House,837,2,4,6,8,19,Unfurnished,"['Parking', 'Power Backup', 'Garden', 'Elevator', 'Club House', 'Swimming Pool']",4.56,3,49508968.12
P92359,Ahmedabad,Independent House,2815,2,1,3,23,17,Semi Furnished,"['Elevator', 'Parking', 'Gym', 'Garden', 'Swimming Pool']",9.62,3,42774332.18
P92360,Kolkata,Independent House,4881,4,4,20,15,14,Unfurnished,"['Garden', 'Security', 'Gym', 'Club House', 'Elevator']",3.13,2,5475147.87
P92361,Kolkata,Independent House,4108,1,2,8,27,20,Unfurnished,"['Club House', 'Gym', 'Wi-Fi', 'Parking']",5.89,6,19658287.44
P92362,Mumbai,Duplex,633,3,3,10,8,19,Unfurnished,"['Parking', 'Power Backup', 'Garden']",7.28,9,28739434.65
P92363,Mumbai,Studio,3921,4,1,20,6,9,Semi Furnished,"['Garden', 'Security', 'Wi-Fi']",6.59,4,3853651.29
P92364,Kolkata,Apartment,2348,3,3,16,16,17,Fully Furnished,"['Gym', 'Elevator', 'Parking', 'Power Backup']",4.82,4,8525155.55
P92365,Hyderabad,Villa,4900,4,1,10,16,9,Semi Furnished,"['Swimming Pool', 'Garden', 'Gym', 'Elevator', 'Security']",2.02,8,41902840.44
P92366,Hyderabad,Penthouse,4104,5,2,18,22,15,Unfurnished,"['Security', 'Parking', 'Garden', 'Club House']",5.18,6,13933816.54
P92367,Pune,Penthouse,4012,5,3,18,8,19,Fully Furnished,"['Garden', 'Swimming Pool', 'Security', 'Club House', 'Parking', 'Elevator']",2.37,8,19956054.42
P92368,Hyderabad,Villa,2770,3,1,9,18,11,Unfurnished,"['Garden', 'Gym', 'Parking', 'Security', 'Power Backup']",7.22,8,1885760.94
P92369,Kolkata,Duplex,2932,3,1,4,16,7,Fully Furnished,"['Parking', 'Power Backup', 'Gym', 'Swimming Pool', 'Wi-Fi', 'Security']",8.44,2,32056579.32
P92370,Kolkata,Penthouse,2273,2,4,10,8,0,Semi Furnished,"['Swimming Pool', 'Gym', 'Garden', 'Parking', 'Security', 'Wi-Fi']",1.94,7,6831977.43
P92371,Mumbai,Studio,783,3,1,19,6,16,Unfurnished,"['Parking', 'Club House', 'Swimming Pool', 'Wi-Fi', 'Garden']",5.96,2,2930809.59
P92372,Hyderabad,Villa,2569,2,3,14,28,17,Unfurnished,"['Swimming Pool', 'Security', 'Wi-Fi', 'Garden', 'Club House']",6.26,10,1682354.29
P92373,Chandigarh,Apartment,4685,2,4,11,10,17,Unfurnished,"['Security', 'Elevator', 'Gym', 'Parking']",5.23,2,38571273.56
P92374,Chennai,Villa,4398,2,4,13,24,5,Fully Furnished,"['Security', 'Elevator', 'Garden', 'Club House', 'Wi-Fi', 'Gym']",9.09,5,10093530.39
P92375,Bangalore,Penthouse,2389,3,3,19,14,6,Semi Furnished,"['Swimming Pool', 'Parking', 'Gym']",9.99,6,43756396
P92376,Chandigarh,Apartment,3020,2,1,15,30,17,Semi Furnished,"['Power Backup', 'Club House', 'Wi-Fi', 'Elevator', 'Swimming Pool']",2.83,6,35368437.89
P92377,Jaipur,Studio,4302,3,4,15,6,8,Semi Furnished,"['Gym', 'Wi-Fi', 'Elevator', 'Swimming Pool']",6.99,1,2468094.92
P92378,Hyderabad,Penthouse,4105,2,3,16,22,15,Semi Furnished,"['Power Backup', 'Wi-Fi', 'Security', 'Swimming Pool', 'Garden']",5.25,7,28459738.8
P92379,Chennai,Independent House,4308,2,2,17,24,10,Semi Furnished,"['Elevator', 'Gym', 'Garden', 'Security', 'Swimming Pool']",6.38,7,43188851.18
P92380,Chandigarh,Independent House,552,3,1,7,27,13,Fully Furnished,"['Garden', 'Security', 'Power Backup', 'Parking', 'Elevator', 'Wi-Fi']",1.4,7,2519821.43
P92381,Pune,Studio,2392,5,2,18,26,15,Fully Furnished,"['Security', 'Club House', 'Power Backup']",7.28,4,34464902.94
P92382,Hyderabad,Villa,4431,3,4,11,11,19,Semi Furnished,"['Parking', 'Swimming Pool', 'Club House', 'Power Backup', 'Security', 'Wi-Fi']",2.71,4,32631452.58
P92383,Jaipur,Penthouse,2535,5,1,2,14,2,Unfurnished,"['Security', 'Club House', 'Elevator', 'Swimming Pool', 'Parking', 'Wi-Fi']",3.24,1,5297392.95
P92384,Pune,Duplex,3762,4,3,9,18,0,Fully Furnished,"['Power Backup', 'Club House', 'Swimming Pool', 'Gym', 'Garden']",2.55,10,5551558.82
P92385,Ahmedabad,Penthouse,1050,3,4,5,11,7,Semi Furnished,"['Gym', 'Parking', 'Club House', 'Wi-Fi']",6.22,8,48567057.6
P92386,Delhi,Apartment,4193,1,1,20,25,10,Unfurnished,"['Wi-Fi', 'Power Backup', 'Gym']",7.62,6,23058640.25
P92387,Delhi,Villa,833,4,2,5,14,7,Fully Furnished,"['Power Backup', 'Security', 'Elevator', 'Gym']",2.33,3,12854480.14
P92388,Chennai,Apartment,1476,5,3,8,8,11,Unfurnished,"['Gym', 'Elevator', 'Parking', 'Club House']",3.18,1,10075454.49
P92389,Jaipur,Independent House,2631,1,4,18,25,7,Fully Furnished,"['Garden', 'Parking', 'Elevator']",5.08,4,39194551.03
P92390,Mumbai,Villa,2629,5,3,14,20,12,Fully Furnished,"['Wi-Fi', 'Club House', 'Parking', 'Swimming Pool', 'Power Backup']",5.38,4,35443206.56
P92391,Mumbai,Apartment,868,5,4,3,25,17,Semi Furnished,"['Power Backup', 'Parking', 'Elevator', 'Wi-Fi', 'Swimming Pool']",5.77,4,49532697.46
P92392,Chennai,Duplex,4333,3,4,17,19,0,Semi Furnished,"['Wi-Fi', 'Parking', 'Gym', 'Club House']",4.17,2,32632059.53
P92393,Chennai,Penthouse,4046,3,4,11,17,2,Unfurnished,"['Security', 'Wi-Fi', 'Garden', 'Parking']",6.2,1,45275006.62
P92394,Jaipur,Studio,917,2,1,2,28,0,Fully Furnished,"['Wi-Fi', 'Garden', 'Club House', 'Security', 'Elevator']",8.39,2,25119742.55
P92395,Bangalore,Independent House,4915,5,4,12,26,11,Unfurnished,"['Security', 'Gym', 'Club House', 'Garden', 'Wi-Fi']",7.47,8,22326378.75
P92396,Mumbai,Penthouse,3029,4,1,11,30,9,Semi Furnished,"['Swimming Pool', 'Power Backup', 'Club House']",2.56,8,6391449.12
P92397,Delhi,Villa,4886,2,4,6,27,20,Fully Furnished,"['Elevator', 'Wi-Fi', 'Gym', 'Swimming Pool', 'Garden', 'Club House']",6.46,7,42266905.44
P92398,Ahmedabad,Villa,727,1,1,9,12,6,Fully Furnished,"['Gym', 'Club House', 'Wi-Fi', 'Swimming Pool']",8.34,1,4857200.52
P92399,Bangalore,Independent House,4795,4,4,6,19,16,Semi Furnished,"['Garden', 'Club House', 'Power Backup', 'Gym', 'Parking', 'Security']",8.29,5,20797343.11
P92400,Kolkata,Studio,3124,2,1,18,19,5,Fully Furnished,"['Power Backup', 'Gym', 'Garden', 'Security', 'Elevator', 'Club House']",1.95,8,21195239.28
P92401,Hyderabad,Penthouse,569,5,3,3,8,14,Semi Furnished,"['Wi-Fi', 'Elevator', 'Swimming Pool', 'Garden', 'Club House']",3.24,7,49707645.27
P92402,Pune,Duplex,4636,4,3,3,23,6,Unfurnished,"['Parking', 'Garden', 'Gym', 'Power Backup', 'Club House', 'Security']",8.67,3,3456838.08
P92403,Chennai,Independent House,2265,4,3,15,15,17,Fully Furnished,"['Gym', 'Swimming Pool', 'Parking', 'Club House', 'Security']",8.35,8,27868556.59
P92404,Hyderabad,Studio,1074,5,1,12,18,6,Fully Furnished,"['Gym', 'Swimming Pool', 'Security', 'Wi-Fi', 'Club House', 'Power Backup']",5.76,7,15170096.96
P92405,Bangalore,Penthouse,1553,3,4,14,5,14,Unfurnished,"['Security', 'Swimming Pool', 'Wi-Fi', 'Club House', 'Garden']",0.57,1,22209615.03
P92406,Pune,Apartment,3062,4,1,18,20,0,Unfurnished,"['Wi-Fi', 'Elevator', 'Garden', 'Swimming Pool', 'Gym', 'Club House']",6.28,2,21705602.8
P92407,Chandigarh,Villa,4369,1,2,12,17,11,Semi Furnished,"['Wi-Fi', 'Swimming Pool', 'Parking', 'Power Backup']",2.81,8,26180517.61
P92408,Pune,Duplex,4759,2,3,5,11,8,Fully Furnished,"['Garden', 'Parking', 'Security', 'Elevator', 'Gym']",0.77,2,7997827.06
P92409,Kolkata,Apartment,3786,3,4,11,12,15,Fully Furnished,"['Club House', 'Parking', 'Wi-Fi', 'Security', 'Swimming Pool']",6.51,10,34777320.2
P92410,Hyderabad,Independent House,3356,1,1,4,28,12,Fully Furnished,"['Garden', 'Parking', 'Gym', 'Wi-Fi', 'Club House', 'Swimming Pool']",6.17,4,32669117.65
P92411,Jaipur,Studio,1387,1,4,12,5,15,Semi Furnished,"['Elevator', 'Wi-Fi', 'Gym']",5.58,8,5881439.47
P92412,Delhi,Independent House,3203,2,2,7,20,17,Unfurnished,"['Swimming Pool', 'Gym', 'Power Backup']",1.69,3,8539403.44
