X,location,property_type,size_sqft,num_bedroom,num_bathroom,floor_num,total_floor,age_years,furnishing,amenities,distance_to_metro_km,view_score,price
P73444,Bangalore,Apartment,2732,5,1,15,13,4,Semi Furnished,"['Club House', 'Parking', 'Wi-Fi', 'Gym']",9.99,9,8753164.35
P18786,Ahmedabad,Apartment,3671,3,4,11,9,0,Fully Furnished,"['Garden', 'Security', 'Swimming Pool', 'Wi-Fi', 'Power Backup', 'Club House']",7.88,5,21402048.42
P34612,Bangalore,Independent House,2099,3,2,17,7,6,Fully Furnished,"['Garden', 'Wi-Fi', 'Club House']",3.88,3,690326.38
P77274,Chennai,Penthouse,2989,3,1,13,19,11,Semi Furnished,"['Security', 'Garden', 'Swimming Pool', 'Elevator', 'Parking']",2.43,9,16066951.78
P99747,Ahmedabad,Studio,4103,1,4,11,28,10,Fully Furnished,"['Gym', 'Wi-Fi', 'Power Backup', 'Parking', 'Garden']",2.44,2,21612197.63
P26294,Hyderabad,Independent House,2492,3,1,19,29,7,Fully Furnished,"['Elevator', 'Power Backup', 'Security']",5.8,5,48595060.62
P55506,Kolkata,Duplex,3202,5,4,13,25,20,Fully Furnished,"['Elevator', 'Power Backup', 'Security']",0.72,7,4536586.48
P103868,Kolkata,Duplex,2571,3,1,6,24,3,Semi Furnished,"['Club House', 'Elevator', 'Security']",8.58,3,18098943.36
P23472,Hyderabad,Studio,1756,2,1,18,6,13,Unfurnished,"['Garden', 'Parking', 'Power Backup', 'Gym', 'Club House', 'Swimming Pool']",4.92,5,7108366.25
P43226,Ahmedabad,Penthouse,4694,1,2,18,8,8,Unfurnished,"['Wi-Fi', 'Security', 'Elevator', 'Club House', 'Power Backup']",1.79,1,21082158.71
P74189,Delhi,Apartment,4701,2,4,17,24,15,Unfurnished,"['Swimming Pool', 'Gym', 'Security', 'Power Backup', 'Wi-Fi']",7.8,5,39560021.08
P51832,Chandigarh,Studio,4046,4,1,18,29,8,Semi Furnished,"['Wi-Fi', 'Swimming Pool', 'Elevator', 'Garden', 'Power Backup', 'Club House']",1.51,9,18363840.44
P14105,Chennai,Independent House,3238,5,1,10,26,5,Unfurnished,"['Power Backup', 'Wi-Fi', 'Swimming Pool']",9.48,4,47333423.66
P36477,Ahmedabad,Apartment,2670,1,3,6,19,19,Unfurnished,"['Wi-Fi', 'Elevator', 'Club House', 'Garden']",4.19,4,12149474.6
P53825,Chennai,Independent House,693,4,3,13,22,5,Unfurnished,"['Gym', 'Wi-Fi', 'Garden', 'Elevator']",8.48,8,28971819.58
P103689,Chandigarh,Independent House,4442,5,3,20,26,11,Unfurnished,"['Club House', 'Wi-Fi', 'Power Backup', 'Security']",9.91,4,27383915.65
P91510,Ahmedabad,Studio,1095,4,1,9,20,8,Unfurnished,"['Swimming Pool', 'Parking', 'Club House', 'Security']",6.19,7,46197525.06
P87446,Ahmedabad,Independent House,3184,2,4,19,7,0,Fully Furnished,"['Gym', 'Swimming Pool', 'Power Backup', 'Security', 'Club House', 'Wi-Fi']",2.3,10,38080369.09
P53182,Hyderabad,Apartment,1085,2,1,10,8,15,Fully Furnished,"['Parking', 'Elevator', 'Gym']",3.9,7,16538652.01
P66881,Hyderabad,Studio,4093,1,3,20,14,3,Fully Furnished,"['Elevator', 'Gym', 'Club House', 'Security']",2.49,2,37196568.25
P75009,Hyderabad,Studio,3852,4,4,7,29,0,Semi Furnished,"['Parking', 'Security', 'Power Backup']",8.86,9,6660596.87
P81217,Chandigarh,Villa,1259,4,1,18,9,0,Fully Furnished,"['Gym', 'Parking', 'Elevator', 'Wi-Fi']",8.28,9,26031832.75
P27184,Chandigarh,Villa,4473,2,2,6,27,7,Fully Furnished,"['Elevator', 'Gym', 'Power Backup', 'Wi-Fi', 'Garden']",3.65,3,4036979.99
P28867,Hyderabad,Penthouse,3849,3,4,18,24,13,Semi Furnished,"['Elevator', 'Parking', 'Security']",5.77,1,31548236.33
P66337,Bangalore,Apartment,954,4,2,9,22,19,Fully Furnished,"['Swimming Pool', 'Power Backup', 'Wi-Fi', 'Garden', 'Parking']",9.42,6,22198256.07
P105419,Delhi,Duplex,645,5,3,17,24,18,Fully Furnished,"['Club House', 'Security', 'Swimming Pool', 'Power Backup']",3.34,8,7759596.43
P105603,Hyderabad,Duplex,764,4,2,1,11,12,Unfurnished,"['Power Backup', 'Parking', 'Garden', 'Security', 'Wi-Fi', 'Club House']",6.27,8,9665168.63
P18882,Chennai,Penthouse,1513,5,2,8,15,3,Fully Furnished,"['Wi-Fi', 'Security', 'Parking', 'Club House']",8.97,7,25473729.42
P72393,Ahmedabad,Villa,3256,5,1,3,27,8,Fully Furnished,"['Security', 'Gym', 'Parking', 'Elevator', 'Club House', 'Wi-Fi']",8.7,7,49836789.64
P38419,Hyderabad,Apartment,4507,4,2,2,9,2,Fully Furnished,"['Power Backup', 'Swimming Pool', 'Elevator', 'Gym', 'Security', 'Club House']",6.3,2,10004949.3
P46520,Chandigarh,Independent House,1688,2,3,12,30,1,Fully Furnished,"['Parking', 'Gym', 'Club House', 'Wi-Fi', 'Swimming Pool', 'Garden']",2.66,10,29859528.94
P59204,Delhi,Penthouse,4456,3,4,13,25,2,Semi Furnished,"['Garden', 'Gym', 'Club House', 'Power Backup', 'Elevator', 'Swimming Pool']",7.02,6,17605314.82
P19297,Bangalore,Independent House,1313,5,4,18,30,5,Semi Furnished,"['Wi-Fi', 'Gym', 'Parking', 'Garden']",2.81,4,16680405.67
P14545,Mumbai,Duplex,533,4,1,9,18,2,Semi Furnished,"['Parking', 'Club House', 'Swimming Pool']",3.85,5,19147451.25
P62814,Hyderabad,Studio,977,1,3,1,22,6,Fully Furnished,"['Garden', 'Elevator', 'Swimming Pool']",6.55,7,26244744.59
P97354,Jaipur,Apartment,1209,2,3,14,18,4,Semi Furnished,"['Gym', 'Security', 'Garden']",2.53,9,36724640.15
P97956,Chennai,Villa,2397,2,1,6,12,12,Semi Furnished,"['Wi-Fi', 'Swimming Pool', 'Power Backup', 'Parking', 'Garden', 'Gym']",6.53,6,20388826.61
P39732,Kolkata,Villa,3440,2,3,1,18,16,Fully Furnished,"['Security', 'Elevator', 'Parking', 'Club House']",3.74,6,11836254.17
P69500,Jaipur,Duplex,4342,3,1,17,9,10,Unfurnished,"['Club House', 'Garden', 'Gym']",3.56,2,5339518.59
P95946,Chennai,Villa,881,2,3,1,26,3,Fully Furnished,"['Parking', 'Power Backup', 'Security']",9.39,6,13824332.72
P57690,Kolkata,Duplex,609,2,1,2,20,16,Semi Furnished,"['Power Backup', 'Swimming Pool', 'Security', 'Club House']",1.99,10,46938517.39
P81931,Pune,Independent House,1596,1,2,8,14,9,Fully Furnished,"['Club House', 'Wi-Fi', 'Elevator', 'Gym']",4.69,8,4736994.18
P101057,Jaipur,Duplex,4094,4,4,20,12,7,Semi Furnished,"['Parking', 'Club House', 'Gym', 'Swimming Pool']",5.56,6,18935769.74
P75192,Bangalore,Independent House,3907,5,2,4,29,20,Semi Furnished,"['Gym', 'Garden', 'Parking', 'Swimming Pool', 'Elevator']",8.52,5,37891180.3
P97412,Pune,Duplex,3065,5,4,1,6,12,Semi Furnished,"['Club House', 'Parking', 'Security', 'Wi-Fi', 'Elevator']",1.67,1,42727973.6
P14067,Hyderabad,Duplex,790,1,2,14,25,9,Unfurnished,"['Club House', 'Power Backup', 'Security', 'Gym', 'Elevator']",9.07,9,3473221.21
P53004,Chennai,Penthouse,2492,1,3,15,21,18,Semi Furnished,"['Elevator', 'Club House', 'Security', 'Swimming Pool', 'Garden', 'Gym']",4.84,3,2410918.03
P73811,Bangalore,Penthouse,3887,5,1,6,29,13,Semi Furnished,"['Security', 'Garden', 'Elevator']",5.85,3,9872490.11
P85861,Hyderabad,Penthouse,2149,4,3,10,25,12,Unfurnished,"['Garden', 'Gym', 'Security', 'Wi-Fi', 'Parking', 'Elevator']",1.56,5,42016656.63
P83043,Pune,Independent House,4606,2,4,3,6,3,Semi Furnished,"['Swimming Pool', 'Power Backup', 'Garden']",3.69,7,15733131.05
P95966,Delhi,Penthouse,4993,3,2,1,8,2,Unfurnished,"['Wi-Fi', 'Elevator', 'Parking', 'Swimming Pool']",3.88,6,11276254.29
P102287,Pune,Villa,1664,1,3,6,18,11,Unfurnished,"['Club House', 'Power Backup', 'Gym', 'Security', 'Swimming Pool', 'Garden']",7.94,2,2072865.56
P27416,Pune,Independent House,2083,2,4,14,10,2,Semi Furnished,"['Garden', 'Elevator', 'Parking']",1.31,4,38890441.49
P56432,Mumbai,Studio,629,4,4,14,16,8,Fully Furnished,"['Power Backup', 'Gym', 'Elevator', 'Security']",9.39,7,1736290.25
P72183,Ahmedabad,Apartment,2927,3,2,12,28,19,Semi Furnished,"['Elevator', 'Garden', 'Club House', 'Swimming Pool']",8.84,5,12862996.34
P79029,Mumbai,Villa,4952,3,2,10,16,11,Fully Furnished,"['Garden', 'Elevator', 'Power Backup']",6.09,2,31255077.91
P91614,Hyderabad,Independent House,4545,1,4,6,12,11,Unfurnished,"['Security', 'Wi-Fi', 'Swimming Pool', 'Gym']",1.66,8,43266814.42
P29763,Delhi,Apartment,2147,1,4,6,15,17,Fully Furnished,"['Garden', 'Elevator', 'Security']",5.41,10,19354792.65
P26574,Ahmedabad,Penthouse,4003,3,1,20,25,11,Fully Furnished,"['Elevator', 'Power Backup', 'Garden']",6.68,3,34720841.37
P18293,Ahmedabad,Studio,3494,4,3,2,6,6,Unfurnished,"['Club House', 'Parking', 'Security', 'Gym', 'Garden', 'Wi-Fi']",4.87,3,25505993.56
P37958,Kolkata,Penthouse,4745,4,3,13,25,20,Fully Furnished,"['Garden', 'Club House', 'Elevator']",3.64,8,28553348.5
P85983,Chandigarh,Villa,3341,3,4,5,7,1,Unfurnished,"['Swimming Pool', 'Club House', 'Garden', 'Gym', 'Wi-Fi']",6.59,7,16897528.17
P69487,Pune,Apartment,2265,3,2,17,26,20,Unfurnished,"['Wi-Fi', 'Gym', 'Elevator', 'Swimming Pool', 'Garden']",2.27,4,36611626.05
P20991,Ahmedabad,Independent House,1064,1,1,9,19,18,Unfurnished,"['Security', 'Swimming Pool', 'Wi-Fi', 'Elevator', 'Power Backup']",5.24,7,19205176.96
P96095,Delhi,Apartment,3142,5,4,18,22,19,Semi Furnished,"['Swimming Pool', 'Club House', 'Elevator', 'Wi-Fi', 'Security', 'Gym']",1.63,4,28467617.34
P28460,Kolkata,Penthouse,2585,5,2,3,8,3,Unfurnished,"['Swimming Pool', 'Garden', 'Gym']",5.51,3,7817175.85
P100058,Delhi,Independent House,4430,2,2,6,30,0,Fully Furnished,"['Wi-Fi', 'Club House', 'Swimming Pool', 'Parking']",1.89,6,26847489.95
P12697,Pune,Apartment,3555,1,4,15,28,12,Unfurnished,"['Wi-Fi', 'Swimming Pool', 'Elevator', 'Gym']",1.12,4,45715248.91
P84729,Jaipur,Penthouse,2844,5,3,9,15,14,Fully Furnished,"['Wi-Fi', 'Parking', 'Elevator', 'Gym', 'Swimming Pool']",8.31,4,36093708
P19284,Bangalore,Apartment,905,3,4,11,12,2,Semi Furnished,"['Power Backup', 'Elevator', 'Garden', 'Swimming Pool', 'Club House', 'Wi-Fi']",4.71,5,46823785.24
P96882,Kolkata,Duplex,4113,4,2,4,21,10,Semi Furnished,"['Swimming Pool', 'Gym', 'Parking', 'Elevator', 'Security', 'Power Backup']",8.11,10,43319221.31
P32296,Hyderabad,Duplex,2782,2,3,5,7,3,Semi Furnished,"['Parking', 'Elevator', 'Gym', 'Swimming Pool']",1.48,2,47779204.68
P103194,Chandigarh,Independent House,1105,1,3,13,11,11,Semi Furnished,"['Power Backup', 'Garden', 'Elevator', 'Club House']",2.09,9,6305153.84
P11812,Jaipur,Penthouse,601,1,3,17,5,8,Semi Furnished,"['Gym', 'Power Backup', 'Wi-Fi', 'Garden']",8.69,10,25469053.29
P23826,Delhi,Duplex,3668,2,1,7,16,9,Fully Furnished,"['Garden', 'Club House', 'Gym', 'Parking', 'Security']",4.16,9,41522504.09
P82924,Kolkata,Studio,2618,2,2,9,20,14,Unfurnished,"['Power Backup', 'Elevator', 'Wi-Fi', 'Swimming Pool', 'Parking', 'Garden']",9,9,36505404.37
P65356,Pune,Studio,2683,5,4,9,10,11,Fully Furnished,"['Swimming Pool', 'Club House', 'Garden', 'Elevator', 'Security', 'Power Backup']",7.61,6,1295486.11
P33340,Kolkata,Independent House,4013,3,4,14,10,8,Fully Furnished,"['Swimming Pool', 'Wi-Fi', 'Gym', 'Club House']",9.1,5,32488415.53
P108985,Jaipur,Duplex,1170,1,4,7,23,5,Semi Furnished,"['Elevator', 'Wi-Fi', 'Parking', 'Club House', 'Power Backup', 'Security']",8.03,8,16887481.99
P88879,Chandigarh,Studio,3286,1,1,13,29,2,Unfurnished,"['Garden', 'Swimming Pool', 'Power Backup']",4.31,5,7546236.62
P34790,Kolkata,Duplex,1359,4,1,9,7,10,Semi Furnished,"['Club House', 'Parking', 'Security']",4.23,8,45966490.57
P62432,Mumbai,Studio,1088,4,2,20,17,6,Semi Furnished,"['Power Backup', 'Wi-Fi', 'Garden']",9.52,8,24200379.27
P88031,Chandigarh,Penthouse,1368,4,4,12,28,14,Fully Furnished,"['Parking', 'Swimming Pool', 'Elevator']",2.81,10,17063946.55
P29358,Pune,Independent House,1861,5,2,7,7,8,Unfurnished,"['Garden', 'Wi-Fi', 'Club House', 'Security', 'Elevator', 'Power Backup']",4.06,8,29445936.05
P63216,Pune,Studio,4866,4,2,17,11,3,Fully Furnished,"['Gym', 'Parking', 'Power Backup', 'Security', 'Garden', 'Wi-Fi']",4.24,10,22655127.72
P96784,Delhi,Duplex,2574,2,1,6,24,7,Semi Furnished,"['Garden', 'Power Backup', 'Elevator']",9.18,5,25141547.64
P29353,Ahmedabad,Duplex,2437,4,1,8,5,2,Unfurnished,"['Wi-Fi', 'Power Backup', 'Gym', 'Club House']",4.38,3,1430919.91
P77213,Jaipur,Studio,2784,5,1,6,15,7,Unfurnished,"['Swimming Pool', 'Gym', 'Power Backup']",4.83,10,4512416.44
P83156,Ahmedabad,Penthouse,505,2,2,12,26,6,Unfurnished,"['Power Backup', 'Parking', 'Security', 'Swimming Pool', 'Elevator', 'Wi-Fi']",6.42,6,23152149.47
P63982,Bangalore,Villa,902,3,1,10,19,11,Fully Furnished,"['Garden', 'Security', 'Club House', 'Parking', 'Wi-Fi']",5.29,5,18612056.15
P28778,Ahmedabad,Villa,3560,1,4,10,14,1,Semi Furnished,"['Power Backup', 'Club House', 'Wi-Fi']",7.2,1,39894285.94
P42829,Pune,Villa,4222,5,1,5,8,19,Fully Furnished,"['Parking', 'Wi-Fi', 'Elevator', 'Garden', 'Power Backup']",5.67,6,4064144.28
P56320,Pune,Studio,3677,4,3,17,28,10,Semi Furnished,"['Elevator', 'Power Backup', 'Garden', 'Security', 'Gym']",7.41,1,47050859.78
P36857,Hyderabad,Studio,3426,3,1,7,10,10,Fully Furnished,"['Gym', 'Elevator', 'Power Backup', 'Garden', 'Wi-Fi', 'Club House']",8.92,3,49318030.13
P97116,Bangalore,Duplex,1899,1,1,20,16,3,Unfurnished,"['Security', 'Swimming Pool', 'Club House']",8.94,10,2101566.89
P27982,Chennai,Penthouse,2202,5,2,11,17,12,Fully Furnished,"['Club House', 'Garden', 'Swimming Pool', 'Wi-Fi', 'Power Backup']",8.55,7,23854896.46
P109114,Chennai,Studio,617,3,3,2,7,12,Semi Furnished,"['Garden', 'Gym', 'Parking']",3.86,5,41285277.67
P12693,Chennai,Penthouse,856,4,4,6,13,16,Fully Furnished,"['Elevator', 'Security', 'Parking', 'Power Backup']",5.04,5,13605852.32
P56727,Hyderabad,Apartment,3374,4,1,3,10,10,Unfurnished,"['Garden', 'Swimming Pool', 'Gym', 'Elevator', 'Parking']",8.37,8,25192505.95
P34563,Mumbai,Villa,2491,2,2,16,13,9,Fully Furnished,"['Power Backup', 'Elevator', 'Parking', 'Wi-Fi', 'Garden']",2.48,5,31641431.51
P19142,Kolkata,Independent House,960,5,1,4,25,18,Fully Furnished,"['Gym', 'Security', 'Parking', 'Power Backup', 'Swimming Pool', 'Elevator']",0.9,3,47273138.77
P55909,Mumbai,Apartment,3914,1,3,11,29,5,Fully Furnished,"['Elevator', 'Club House', 'Power Backup']",1.85,6,12247393.92
P43008,Ahmedabad,Independent House,1454,5,4,19,27,16,Semi Furnished,"['Parking', 'Club House', 'Garden', 'Swimming Pool', 'Wi-Fi', 'Security']",3.69,10,45829773.08
P92421,Chennai,Villa,1811,5,3,7,17,19,Semi Furnished,"['Club House', 'Garden', 'Gym']",2.42,10,22937708.63
P44969,Chennai,Apartment,2775,2,1,1,15,6,Semi Furnished,"['Power Backup', 'Club House', 'Security']",8.25,8,44975318.89
P71984,Jaipur,Studio,3586,2,3,12,10,13,Unfurnished,"['Power Backup', 'Swimming Pool', 'Gym', 'Security']",5.82,2,33875904.76
P15193,Chennai,Villa,2791,3,4,18,24,4,Semi Furnished,"['Gym', 'Wi-Fi', 'Parking']",3.4,5,49406727.87
P63449,Hyderabad,Duplex,3891,1,2,10,28,20,Semi Furnished,"['Elevator', 'Parking', 'Garden', 'Power Backup', 'Security']",6.94,6,24941082.63
P81683,Delhi,Duplex,3665,3,2,2,10,11,Semi Furnished,"['Wi-Fi', 'Power Backup', 'Security', 'Swimming Pool', 'Gym', 'Elevator']",8.03,5,38045952.73
P93077,Ahmedabad,Villa,3643,5,3,16,29,17,Fully Furnished,"['Parking', 'Wi-Fi', 'Elevator', 'Club House', 'Garden', 'Gym']",7.24,10,9822896.09
P28865,Chandigarh,Duplex,3463,3,2,14,9,13,Fully Furnished,"['Elevator', 'Security', 'Swimming Pool', 'Garden', 'Wi-Fi', 'Gym']",5.59,2,10061839.12
P15511,Kolkata,Penthouse,3826,5,4,15,25,8,Semi Furnished,"['Gym', 'Elevator', 'Swimming Pool', 'Parking', 'Power Backup', 'Garden']",8.99,10,44109955.17
P84537,Chennai,Studio,3674,5,2,17,7,7,Fully Furnished,"['Club House', 'Parking', 'Gym', 'Swimming Pool']",5.94,10,48477435.79
P55182,Mumbai,Independent House,2792,4,4,7,24,0,Semi Furnished,"['Wi-Fi', 'Swimming Pool', 'Elevator']",2.48,2,21342426.57
P14001,Chandigarh,Independent House,1770,5,2,3,20,13,Unfurnished,"['Parking', 'Elevator', 'Gym', 'Power Backup', 'Club House']",7.58,4,40269474.49
P76743,Chennai,Duplex,2087,2,1,19,6,1,Fully Furnished,"['Security', 'Parking', 'Club House', 'Wi-Fi', 'Gym', 'Power Backup']",8.59,1,23002119.17
P96968,Mumbai,Penthouse,3181,2,1,6,18,14,Unfurnished,"['Parking', 'Wi-Fi', 'Gym', 'Power Backup']",2.87,1,37392057.05
P89737,Kolkata,Independent House,552,1,2,3,16,2,Fully Furnished,"['Parking', 'Security', 'Swimming Pool', 'Elevator']",9.3,10,43298063.86
P66961,Chennai,Studio,2849,5,1,9,23,2,Unfurnished,"['Parking', 'Swimming Pool', 'Club House', 'Gym', 'Garden', 'Wi-Fi']",2.89,4,41360977.75
P13017,Jaipur,Apartment,1040,1,4,13,23,10,Fully Furnished,"['Parking', 'Power Backup', 'Garden']",9.86,10,5520107.87
P71155,Ahmedabad,Apartment,693,1,1,18,27,5,Fully Furnished,"['Elevator', 'Power Backup', 'Gym', 'Club House']",3.15,6,32333845.54
P80227,Bangalore,Penthouse,870,1,1,4,23,2,Semi Furnished,"['Security', 'Power Backup', 'Wi-Fi', 'Garden', 'Elevator']",5.54,2,37179831.4
P22648,Pune,Villa,1517,1,2,6,25,17,Unfurnished,"['Club House', 'Gym', 'Parking', 'Garden', 'Swimming Pool']",4.26,1,27350152.32
P94160,Pune,Duplex,3645,5,3,9,23,0,Fully Furnished,"['Parking', 'Garden', 'Power Backup', 'Gym', 'Club House']",8.89,6,22289178.92
P54032,Mumbai,Apartment,3583,3,2,5,10,12,Unfurnished,"['Garden', 'Security', 'Wi-Fi', 'Gym', 'Swimming Pool', 'Power Backup']",4.36,3,998009.94
P18332,Delhi,Apartment,2017,4,2,12,22,3,Semi Furnished,"['Security', 'Club House', 'Swimming Pool']",6.63,2,12706154.7
P21511,Delhi,Studio,2782,5,3,8,11,7,Semi Furnished,"['Wi-Fi', 'Parking', 'Club House', 'Gym', 'Security']",1.33,4,33830129.07
P16320,Mumbai,Apartment,682,4,3,5,8,15,Semi Furnished,"['Gym', 'Club House', 'Swimming Pool', 'Garden', 'Elevator', 'Parking']",7.98,3,40824761.88
P80483,Hyderabad,Villa,1812,3,4,9,15,18,Unfurnished,"['Power Backup', 'Security', 'Wi-Fi', 'Gym', 'Garden']",8.66,5,35589293.1
P86786,Mumbai,Apartment,2399,3,4,17,14,12,Semi Furnished,"['Gym', 'Security', 'Swimming Pool', 'Elevator']",7.28,4,18462301.4
P40575,Chennai,Studio,647,5,2,6,7,13,Unfurnished,"['Gym', 'Wi-Fi', 'Club House', 'Parking', 'Garden', 'Swimming Pool']",7.9,10,44696015.84
P24452,Kolkata,Independent House,602,3,1,16,13,18,Fully Furnished,"['Gym', 'Power Backup', 'Club House', 'Swimming Pool']",1.59,3,2943674.95
P81168,Bangalore,Independent House,1020,2,4,20,7,10,Semi Furnished,"['Gym', 'Elevator', 'Parking', 'Club House', 'Power Backup', 'Security']",9.15,6,21236176.21
P99520,Bangalore,Studio,1590,5,2,19,7,17,Semi Furnished,"['Elevator', 'Parking', 'Wi-Fi', 'Club House', 'Swimming Pool', 'Gym']",8.26,2,34483800.7
P86961,Bangalore,Villa,1159,1,2,7,26,16,Semi Furnished,"['Power Backup', 'Club House', 'Security', 'Garden', 'Elevator']",7.98,5,2722718.53
P28147,Mumbai,Studio,2329,5,1,2,8,16,Unfurnished,"['Gym', 'Parking', 'Power Backup', 'Swimming Pool', 'Garden']",2.86,2,34851741.14
P108986,Pune,Apartment,1609,1,3,4,24,17,Unfurnished,"['Wi-Fi', 'Gym', 'Parking', 'Swimming Pool']",9.22,4,12831825.66
P38947,Chennai,Villa,4887,3,1,2,9,7,Unfurnished,"['Power Backup', 'Club House', 'Wi-Fi', 'Garden', 'Elevator']",5.22,9,28309499.04
P108849,Ahmedabad,Apartment,1372,1,2,9,22,11,Fully Furnished,"['Parking', 'Security', 'Power Backup', 'Wi-Fi', 'Club House']",7.63,8,48690977.15
P103603,Hyderabad,Apartment,3767,2,2,2,20,18,Unfurnished,"['Garden', 'Security', 'Power Backup', 'Swimming Pool', 'Elevator', 'Club House']",2.98,4,2332108.07
P71512,Delhi,Independent House,3136,3,3,11,30,13,Unfurnished,"['Garden', 'Club House', 'Swimming Pool']",6.15,4,46121462.7
P76726,Kolkata,Apartment,1204,4,2,14,8,4,Semi Furnished,"['Security', 'Elevator', 'Gym', 'Club House', 'Garden']",6.22,9,44238694.69
P87662,Kolkata,Apartment,702,2,1,3,11,14,Unfurnished,"['Garden', 'Parking', 'Security', 'Gym', 'Swimming Pool', 'Elevator']",8.17,5,33782301.35
P86414,Delhi,Apartment,4076,3,2,11,6,9,Fully Furnished,"['Parking', 'Garden', 'Wi-Fi', 'Gym', 'Security']",5.48,8,44995633
P90451,Chennai,Penthouse,1783,1,3,13,24,12,Fully Furnished,"['Power Backup', 'Wi-Fi', 'Garden', 'Gym', 'Swimming Pool']",2.45,1,44054620.61
P70512,Delhi,Duplex,3892,3,2,12,5,5,Fully Furnished,"['Power Backup', 'Garden', 'Security', 'Gym', 'Parking', 'Swimming Pool']",3.81,4,13457083.76
P80262,Ahmedabad,Duplex,4145,2,1,7,17,11,Unfurnished,"['Elevator', 'Wi-Fi', 'Gym', 'Parking', 'Club House']",2.89,1,14643704.08
P68895,Chennai,Duplex,3140,4,3,18,13,4,Unfurnished,"['Club House', 'Elevator', 'Gym', 'Security', 'Parking']",2.82,2,40318829.41
P30712,Chandigarh,Studio,917,5,1,13,29,11,Unfurnished,"['Power Backup', 'Elevator', 'Club House']",6.36,5,42475279.09
P44455,Chennai,Duplex,4411,3,4,7,25,3,Semi Furnished,"['Gym', 'Parking', 'Security', 'Power Backup', 'Elevator', 'Garden']",2.83,4,5645243.25
P108782,Bangalore,Duplex,4281,3,1,18,27,2,Fully Furnished,"['Security', 'Swimming Pool', 'Club House']",2.75,8,3322228.41
P52475,Kolkata,Independent House,914,3,1,1,6,2,Unfurnished,"['Club House', 'Wi-Fi', 'Elevator', 'Garden']",1,1,28447884.96
P107093,Kolkata,Studio,4659,1,1,17,5,0,Unfurnished,"['Swimming Pool', 'Power Backup', 'Elevator', 'Club House', 'Garden', 'Wi-Fi']",2.9,8,4926285.15
P96896,Chennai,Penthouse,4114,2,2,11,30,18,Semi Furnished,"['Security', 'Garden', 'Club House', 'Gym', 'Swimming Pool']",1.94,6,23689330.98
P69272,Bangalore,Independent House,943,4,1,13,18,16,Semi Furnished,"['Swimming Pool', 'Gym', 'Club House', 'Parking', 'Elevator', 'Garden']",3.72,9,19434190.74
P47907,Jaipur,Villa,2738,5,1,5,8,5,Unfurnished,"['Wi-Fi', 'Security', 'Elevator', 'Parking', 'Swimming Pool']",8.15,8,33762595.79
P30637,Pune,Apartment,3177,1,1,4,26,7,Fully Furnished,"['Garden', 'Gym', 'Club House', 'Parking', 'Wi-Fi']",7.82,5,3969418.89
P46172,Chandigarh,Independent House,1167,3,2,1,20,16,Semi Furnished,"['Elevator', 'Gym', 'Security']",1.37,6,42626237.45
P94728,Ahmedabad,Duplex,4006,2,3,17,12,15,Unfurnished,"['Wi-Fi', 'Parking', 'Elevator']",6.4,1,48391326.07
P60771,Pune,Independent House,3400,2,3,18,14,0,Semi Furnished,"['Elevator', 'Garden', 'Power Backup', 'Swimming Pool']",9.58,6,12117845.92
P12373,Jaipur,Villa,1668,5,2,19,24,16,Semi Furnished,"['Wi-Fi', 'Power Backup', 'Club House', 'Gym', 'Elevator', 'Parking']",9.19,8,40446825.94
P52959,Jaipur,Apartment,4369,3,1,11,22,17,Fully Furnished,"['Elevator', 'Club House', 'Gym', 'Garden', 'Security']",6.55,9,8473894.91
P59649,Chennai,Studio,4029,2,3,7,25,3,Unfurnished,"['Garden', 'Elevator', 'Security']",5.39,7,44628118.86
P89357,Chandigarh,Duplex,1515,1,1,4,28,9,Semi Furnished,"['Swimming Pool', 'Club House', 'Power Backup', 'Wi-Fi']",0.87,2,34887418.76
P35737,Pune,Studio,2571,1,1,18,22,1,Semi Furnished,"['Security', 'Swimming Pool', 'Parking', 'Power Backup']",6.07,6,41719110.78
P45729,Ahmedabad,Independent House,2967,2,1,5,12,15,Unfurnished,"['Power Backup', 'Gym', 'Security', 'Garden', 'Parking']",4.55,3,23094764.54
P53769,Bangalore,Penthouse,3541,3,2,9,27,5,Fully Furnished,"['Power Backup', 'Elevator', 'Garden', 'Parking', 'Club House']",8.14,6,37987246.6
